h1,he3,he4,c12,n14,o16,ne20,mg24
26,0.6494596889911207,0.00010192763288020739,0.3413411048323447,0.0052482174795373026,0.001318126426184406,0.010706554905153093,0.0019210774846494067,0.0006098571532831655
27,0.6879333307646222,7.110381429935883e-05,0.3056493844501364,0.0036611100495803897,0.0009195133251121807,0.007468797913286216,0.00134012664537916,0.0004254309508702624
28,0.7466885347031158,5.2231116278567675e-05,0.24859748544765337,0.0026893615566554877,0.0006754519131902597,0.0054863955768613614,0.0009844241315678179,0.00031251113153864366
29,0.6595055392904191,0.00018612309436492983,0.32369641810920224,0.009583411775485573,0.002406940711494307,0.01955050924489753,0.003507948491043172,0.0011136185279908134
30,0.6745738933246136,0.00010528102996307068,0.3159242486047059,0.005420882699838935,0.0013614925005991842,0.01105879824655004,0.001984280518516967,0.0006299213217622201
31,0.6996315259693411,7.280068993561559e-05,0.2937980422685603,0.0037484815711505146,0.0009414572921689103,0.007647039001138309,0.0013721084493997257,0.00043558375944393896
32,0.7515330001249076,5.3053862536342793e-05,0.24367876526057,0.002731724468157021,0.0006860916538942253,0.005572817460043955,0.0009999308127957025,0.0003174338171388224
33,0.7869579543259926,4.1880071743942004e-05,0.20926227169344866,0.0021563899637416437,0.0005415923801651019,0.004399114105644182,0.0007893331828606367,0.0002505783820475005
34,0.6809110880772549,0.00022754646714575732,0.29855231348651995,0.011716286472430958,0.0029426270683850816,0.023901651349372877,0.004288674056219577,0.0013614643720436604
35,0.6941737958613884,0.00011361907069742854,0.29557181847893205,0.005850205444718031,0.001469319902492038,0.011934632290775685,0.0021414314487234348,0.0006798097930484309
36,0.7182196460631254,7.52499280157047e-05,0.2749888727357032,0.0038745919667346816,0.0009731307976370434,0.007904308803637333,0.0014182703781844231,0.00045023813059952576
37,0.7546107841115344,5.484172823753747e-05,0.24043962223188106,0.0028237810357328494,0.0007092123029333756,0.005760616212472449,0.0010336275488729613,0.0003281310408079452
38,0.7893796082081923,4.272985614547856e-05,0.2067639227905323,0.0022001450596264628,0.0005525817776873836,0.0044883760957003865,0.0008053494645545216,0.0002556628432616165
39,0.8128610185059854,3.535038214896894e-05,0.1839485272019011,0.001820178574347749,0.000457150544651965,0.003713230619618988,0.0006662650873090345,0.00021150970365591614
40,0.7078702139277547,0.00013647849957871454,0.27981228373444106,0.007027229288370993,0.0017649376505402645,0.014335803822991959,0.002572273732556654,0.0008165831667577673
41,0.7304662657577925,8.255473782725316e-05,0.2620829769483999,0.0042507140197483835,0.0010675964746942681,0.008671611497805603,0.00155594752482363,0.0004939445367140402
42,0.7548008766289324,5.9008906670772004e-05,0.2398734321588099,0.003038347567650674,0.0007631021840212627,0.006198339756464961,0.0011121682981909556,0.00035306425572433244
43,0.788380810764215,4.503170196721781e-05,0.207554973289913,0.002318666280374181,0.0005823492089610144,0.004730163704980824,0.0008487334229212151,0.00026943533164851475
44,0.8125437745046655,3.666192560051154e-05,0.184147401353168,0.001887709479099331,0.00047411140240686113,0.0038509961261622267,0.0006909843564974972,0.0002193569785623026
45,0.8297705912832201,3.1211066792451917e-05,0.16741253727279348,0.0016070467023175633,0.00040362098840157943,0.0032784338340767836,0.000588249486352181,0.00018674320012266308
46,0.7157761992303284,0.0002254794319894882,0.263873757068795,0.0116098555691381,0.0029158962046699284,0.023684528428275748,0.004249715683632313,0.001349096811446827
47,0.7371766081150818,9.734304024346861e-05,0.2540379558677513,0.005012158439090624,0.0012588385516697353,0.010224985860567118,0.0018346695357756785,0.000582426450387394
48,0.7605210622622149,6.530751543606836e-05,0.23358478241996591,0.0033626606875050194,0.0008445556861493786,0.006859950339052344,0.0012308811059123857,0.00039075032281623824
49,0.7850337716554447,4.8957270965055067e-05,0.210547720657074,0.002520792428596971,0.0006331146009124957,0.005142508412903514,0.0009227204468819574,0.0002929229401250817
50,0.8101043797724798,3.8925733093075297e-05,0.18638248218852752,0.002004272119837936,0.0005033869226501544,0.004088788160852738,0.0007336513887893724,0.00023290187462218968
51,0.8282378741652895,3.262095017269877e-05,0.1688180091331502,0.0016796410949391606,0.0004218535764527444,0.003426529040390123,0.0006148222138965135,0.0001951788660989953
52,0.841598037118794,2.8355762488269123e-05,0.15584278929842488,0.0014600281016183241,0.00036669624138453705,0.0029785105312406255,0.0005344342386553794,0.00016965923863446167
53,0.7399050319847449,0.0001363809162898268,0.24778627279646917,0.00702220475961391,0.0017636757050969285,0.01432555360123184,0.0025704345349426092,0.0008159993028427568
54,0.7667446843451171,7.321194786577978e-05,0.22664776690709115,0.0037696570953603013,0.0009467756727730045,0.007690237842169867,0.0013798596188098592,0.0004380444129828266
55,0.7869914047701588,5.297993518793683e-05,0.2082270327306311,0.0027279179753429933,0.000685135626673778,0.0055650520759933965,0.000998537469690347,0.0003169914923150869
56,0.8091323785854018,4.1300706305807373e-05,0.18714013651371605,0.00212655864387744,0.0005341000361084238,0.004338257126057413,0.0007784136130920593,0.00024711190149824763
57,0.827392306802388,3.410856805481713e-05,0.1695293155187016,0.001756238009349834,0.0004410914257687363,0.003582789537006482,0.0006428600397377038,0.00020407963599942326
58,0.8412092926511608,2.9282363333325386e-05,0.15614790588246893,0.0015077384487946926,0.00037867902785647975,0.003075841378062308,0.000551898315573437,0.00017520331081222085
59,0.7478170516301573,0.0001737927022894672,0.23649775236203568,0.008948524283336805,0.0022474842895151927,0.018255315625389765,0.00327555185900421,0.0010398428736612087
60,0.7643445116995399,9.890344976453432e-05,0.22672922169105364,0.0050925033690402445,0.0012790177412306592,0.010388892445461931,0.0018640792994780676,0.0005917627498930584
61,0.7896960127524376,6.013330345877168e-05,0.20487681660735446,0.0030962423574139304,0.0007776428642851618,0.006316447237288585,0.0011333603272039214,0.00035979178784597524
62,0.8069688583549078,4.5507486543415254e-05,0.18892398503349178,0.002343164258583791,0.0005885020470612034,0.004780140473243419,0.0008577007560283905,0.0002722820633836901
63,0.8247816646080934,3.672268357197224e-05,0.1719040277013588,0.0018908378853891722,0.0004748971234671184,0.00385737818899372,0.0006921294902328431,0.00021972050788662573
64,0.8392557400190783,3.095726133738376e-05,0.1579502950701684,0.0015939783499181528,0.00040033878054500415,0.0032517739189666167,0.0005834658969422803,0.0001852246220104793
65,0.7698065939598716,0.00011699990818967773,0.2196338919254687,0.006024283561916508,0.0015130408358173765,0.012289757993328649,0.0022051516647442126,0.000700038143991865
66,0.7872579412513705,7.614703381766507e-05,0.20586961166017934,0.003920783624657019,0.000984732154710009,0.00799854146903921,0.0014351785483125098,0.0004556057269531049
67,0.8086197492371985,5.08165302956711e-05,0.18679394059198304,0.0026165250286995703,0.0006571585111609913,0.005337806405642523,0.0009577627718848929,0.0003040473287775336
68,0.8232370864828543,3.986514447105698e-05,0.17316499141414185,0.0020526420767875723,0.0005155353747174142,0.0041874646356482885,0.0007513569117772672,0.00023852259525062222
69,0.8374687440734234,3.298196419493051e-05,0.159554556868993,0.001698229578241398,0.0004265222036883544,0.0034644502236975726,0.0006216264130145855,0.0001973388984442157
70,0.789160516829244,8.986121697212916e-05,0.20272929912309526,0.004626922026138527,0.0011620837395415237,0.009439089539994018,0.0016936561341636353,0.0005376609308448082
71,0.8051543754072377,6.300804398106941e-05,0.18915900192741314,0.0032442617220545377,0.0008148189601463742,0.006618412135033299,0.0011875418983396165,0.0003769920408275757
72,0.8229909065238076,4.446939249660212e-05,0.17299562726921955,0.00228971316619654,0.0005750774323879805,0.004671098296996735,0.0008381353149018673,0.0002660709009899327
73,0.8352532320963665,3.5878462171639634e-05,0.1615086531599919,0.0018473692264531156,0.0004639796665824114,0.0037687005407508875,0.0006762180570089798,0.0002146693314254476
74,0.7875668297014768,0.00012367807061507857,0.2012709364767944,0.006368139764419026,0.001599402719465142,0.01299123717667509,0.0023310180967585515,0.0007399951704707753
75,0.8073118106068048,7.16069566890132e-05,0.18622549483586523,0.0036870166718524122,0.0009260199539939044,0.007521648366767562,0.0013496096039158625,0.0004284413708788832
76,0.8203426089174746,5.3824618002017655e-05,0.17479959399274397,0.002771410392308638,0.0006960590505533287,0.005653778191482349,0.0010144575993937118,0.0003220454295239561
77,0.8352210973918016,3.944973962876936e-05,0.16121847175936077,0.0020312530295513395,0.0005101633663159128,0.004143830199861946,0.0007435275835865356,0.00023603712975499587
78,0.8041040392474822,9.513260377681341e-05,0.18731002177283035,0.0048983438534488215,0.001230253224631632,0.009992799958414192,0.0017930084120220127,0.0005692008858081357
79,0.821493590313984,6.088239951556541e-05,0.17301163138262848,0.0031348130463235593,0.0007873301618344942,0.00639513284819371,0.0011474788888528214,0.0003642738068610598
80,0.8330037882073148,4.6810013705064706e-05,0.162771499072187,0.002410230917782811,0.000605346306307476,0.004916958901942138,0.000882250091009313,0.00028007539169350306
81,0.36278495784798487,0.00017792927251803107,0.6211565110502694,0.009161514809707786,0.0023009783458173864,0.018689824060636587,0.003353515721258447,0.0010645929524442162
82,0.4328564298840338,0.00019202020156387314,0.5498132998611691,0.00988705172282548,0.0024832020021505175,0.020169945802217863,0.0036190940120794535,0.0011489023161779053
83,0.4385614468565102,0.00012565558555037462,0.5500978439947786,0.006469961303447649,0.0016249759091951233,0.01319895682670632,0.002368289240121585,0.0007518271103964787
84,0.5891843970445043,7.973573700671371e-05,0.4036192670489731,0.004105564672479291,0.0010311412037142126,0.008375501540083255,0.0015028165057609827,0.0004770777875612904
85,0.4805426667456309,0.0001552588979095312,0.5054448562424696,0.007994225303162896,0.002007805444430648,0.01630851093084351,0.002926236631198982,0.000928950735197237
86,0.5206759982738444,0.00010195570441358316,0.47012226202837804,0.0052496628727829574,0.0013184894467796419,0.010709503560044858,0.0019216065618897333,0.000610025111911711
87,0.6577535805167496,6.597136556171395e-05,0.33629235014600845,0.0033968420938101183,0.0008531405847574439,0.006929681653497266,0.0012433929978647377,0.00039472229524796813
88,0.7292038993394103,4.896754929844075e-05,0.26637666532959,0.0025213216563186717,0.0006332475201461524,0.005143588056741018,0.0009229141674098069,0.0002929844378265486
89,0.5332038817750768,0.00013270999877297966,0.4548187318587047,0.006833190525363381,0.0017162034617948987,0.01393995767561546,0.002501247045835577,0.0007940353344516937
90,0.5901055580560045,8.660191525779816e-05,0.4020784174643966,0.004459101742817543,0.0011199345048427622,0.009096730046588883,0.0016322265594532787,0.000518159757227603
91,0.698368997537681,5.822914046116844e-05,0.29637568696593874,0.002998197683506599,0.0007530182605739401,0.006116432529735075,0.0010974716819129075,0.0003483987299254827
92,0.7547151251758389,4.431064829552064e-05,0.24128573565092543,0.002281539483875795,0.0005730245550618772,0.0046544236872105745,0.0008351433891414979,0.00026512109686093035
93,0.7886694196061484,3.6249039620743045e-05,0.2080590201726453,0.0018664501271958122,0.00046877196789279146,0.0038076262735807637,0.0006832025024795705,0.000216886584017283
94,0.5794218502009697,0.00012417121757118702,0.40937140831636337,0.006393531725380356,0.0016057800875689376,0.013043037702328257,0.0023403126667118856,0.0007429457854345303
95,0.6258538365770584,8.099445694964405e-05,0.36683622511100333,0.004170375713603884,0.0010474189487482076,0.008507718425714598,0.0015265401857240592,0.0004846090069125609
96,0.7190766047911115,5.499698448998752e-05,0.2759597893140507,0.002831775124822304,0.0007112200741667852,0.005776924445522373,0.0010365537356439773,0.0003290599757147388
97,0.7685345130926805,4.2202384333908625e-05,0.22765662346510393,0.0021729857240938414,0.0005457605211326086,0.0044329700615180455,0.0007954079580919548,0.0002525068545630584
98,0.7991276778183648,3.46509916189079e-05,0.19774498951318872,0.0017841672052894763,0.0004481060381344904,0.0036397661144731163,0.0006530833488313535,0.00020732508457232414
99,0.8197037567628416,2.9735142690198198e-05,0.17761257737966446,0.0015310518964630625,0.00038453436284916246,0.003123401660856053,0.0005604320586166476,0.00017791239687500103
100,0.6145148948148693,0.0002522024963091443,0.3627232427124557,0.012985816624116502,0.0032614784209250647,0.026491539120937994,0.004753377700837103,0.0015089872304870856
101,0.6142044124349588,0.00013593476424154287,0.3735271586073486,0.006999232549702435,0.001757906074347024,0.01427868945589709,0.0025620256998656367,0.0008133298695359558
102,0.646238746236464,8.02525113212272e-05,0.3465182777719683,0.004132173197702409,0.0010378241204178648,0.00842978390116244,0.001512556391523186,0.00048016977060294427
103,0.7293920138231831,5.43620114071272e-05,0.26570168808105854,0.0027990805871554924,0.0007030086129881013,0.005710226397281567,0.001024586102742399,0.00032526078146504747
104,0.7761570142031053,4.1534791083479986e-05,0.2200943741998285,0.0021386115856280707,0.000537127216498091,0.004362845566442145,0.0007828255177265763,0.0002485124861297702
105,0.8051441055135746,3.4035690088998134e-05,0.19178409421360534,0.0017524855488710819,0.0004401489691461713,0.0035751343808888432,0.0006414864748338357,0.00020364358988008872
106,0.8248928140502634,2.9142140856481677e-05,0.17247703988836927,0.0015005184434517527,0.00037686567315522453,0.003061112304063178,0.000549255477360758,0.00017436432654331473
107,0.8385601672727093,2.5766854276459028e-05,0.15911431413815147,0.0013267261407447681,0.0003332165241329727,0.0027065696734880807,0.0004856398819633677,0.00015416918802158686
108,0.6435875754585373,0.0001384591343611371,0.34391616530320984,0.007129211467215331,0.0017905511860804083,0.014543851184100997,0.0026096036771287136,0.0008284337734672073
109,0.6631784906753808,9.015053691515411e-05,0.3286852134785024,0.0046418190068616555,0.0011658252201562373,0.00946947992352041,0.0016991090816392289,0.0005393920005445179
110,0.7270586320791775,5.75007635783746e-05,0.26775179013393047,0.002960693817479534,0.0007435989030326207,0.006039923276385764,0.0010837436241689547,0.0003440406786325331
111,0.7762091612527959,4.287394733578874e-05,0.21992136518052835,0.002207564263646608,0.0005544451625258213,0.004503511542259883,0.0008080652182085344,0.0002565249749589006
112,0.8061544385749945,3.465111728818548e-05,0.19071821741461412,0.0017841736759557103,0.0004481076632874469,0.0036397793148680315,0.0006530857173786305,0.00020732583648134988
113,0.8262062726223318,2.9437224814921063e-05,0.1711369493020337,0.0015157122112734798,0.0003806816939198403,0.0030921081440857577,0.0005548170619145844,0.0001761298837115405
114,0.8401646639760129,2.587547604814756e-05,0.15750001406705885,0.0013323190370449637,0.00033462121904909387,0.0027179793857476106,0.0004876871269943094,0.00015481909779181693
115,0.6676346000111294,0.00016125098794595282,0.3178121229003309,0.008302755882942589,0.002085295051536162,0.01693792455655725,0.00303917233793209,0.0009648028281828855
116,0.6893321476218057,9.003173746927391e-05,0.30254227845865855,0.004635702065745526,0.0011642889077293933,0.009457001140740034,0.0016968700132509703,0.000538681195340575
117,0.7181268947396052,6.436009045535549e-05,0.27606445725289125,0.003313878113007447,0.0008323036023069566,0.006760432109423066,0.0012130245468281065,0.0003850816549058649
118,0.7766586029200061,4.441858166650737e-05,0.2193325166687353,0.002287096934669136,0.0005744203475917197,0.004665761089344444,0.0008371776595643159,0.0002657668877668057
119,0.8072679106174041,3.537499731812228e-05,0.18953941351415696,0.0018214460006320207,0.00045746886760352824,0.0037158162154243644,0.0006667290208460243,0.00021165698203923984
120,0.8275415369218464,2.979094505406606e-05,0.16976976092740095,0.0015339251402848488,0.000385255998075816,0.0031292631829545146,0.0005614837917118295,0.00017824627562615302
121,0.8418590858954317,2.600631241708157e-05,0.15579378386072895,0.001339055755037848,0.000336313192761463,0.0027317225359414724,0.0004901530608674815,0.00015560192275546088
122,0.687043301155405,0.00023100180164706773,0.29210824842487587,0.011894200414068381,0.002987311395773039,0.024264602273559997,0.004353798352005205,0.0013821384562254695
123,0.7039138150501643,0.00010395165380801765,0.2867043061722172,0.005352433595541645,0.0013443010306239613,0.010919159579474024,0.0019592251480749774,0.0006219673495698958
124,0.7313247275132422,6.705101731760675e-05,0.26262376206488836,0.003452432977822648,0.0008671026230223535,0.007043089082634253,0.0012637416964551805,0.0004011821072516748
125,0.7660001893918399,5.0240986861683525e-05,0.22946544457224546,0.002586890502466452,0.0006497155931973922,0.005277350892234372,0.000946915237205422,0.0003006037161837543
126,0.8049972978428394,3.726098403231065e-05,0.19163981159678983,0.0019185547841865844,0.0004818584159248325,0.0039139216725540315,0.0007022750892732083,0.0002229412869538684
127,0.8265879452209919,3.084693322675241e-05,0.1706280472371067,0.0015882975948340878,0.0003989120192825007,0.003240184971586385,0.0005813864917479704,0.0001845645028104688
128,0.8417698571734405,2.6632304545422472e-05,0.15582651533569508,0.0013712878665584213,0.0003444085123881054,0.0027974772179929492,0.0005019514255439276,0.00015934738182854302
129,0.7148642749743729,0.00013155033384951235,0.273263001118698,0.006773479791877065,0.0017012066945987937,0.013818145603423232,0.0024793903018763726,0.0007870967847276408
130,0.7411601475904896,7.496623311280583e-05,0.25207397533382764,0.003859984617322353,0.0009694620599462003,0.0078745092785392,0.001412923448455262,0.0004485407168463155
131,0.7693009383599245,5.242808077691454e-05,0.2259673052862941,0.002699503188456909,0.0006779990547548412,0.005507084875300928,0.00098813641304001,0.000313689616752753
132,0.7974688260981281,4.136748844625908e-05,0.19879766175733146,0.002129997232481246,0.0005349636616203466,0.004345271972112556,0.0007796722871411973,0.00024751147485156444
133,0.8246811579789994,3.2356766891052845e-05,0.17239856847568374,0.0016660383919492139,0.00041843716271827247,0.0033987790306033386,0.0006098430287643701,0.00019359819499404425
134,0.8408510399373826,2.7520929573385468e-05,0.15666513209407215,0.001417042852451035,0.0003559001962350297,0.0028908190565417164,0.0005186997545816368,0.0001646642357039358
135,0.7216771513173103,0.00022382965263414707,0.2581217014096696,0.011524909018281253,0.0028945612859219466,0.023511234369045397,0.004218621525113508,0.0013392257910691838
136,0.7428462582598435,9.606691156574368e-05,0.24848347930725245,0.0049464510284173415,0.0012423356771714303,0.010090940348392415,0.0018106177452941984,0.000574791070455248
137,0.7691578812533331,6.0672606301662424e-05,0.22536627476927756,0.003124010868531281,0.0007846171195370168,0.006373096011862313,0.001143524818614145,0.000363018564405247
138,0.7954050753340892,4.443297268702751e-05,0.20058474543154514,0.00228783792318518,0.0005746064520258996,0.004667272732919057,0.0008374488938186315,0.0002658529926488473
139,0.8164853463180527,3.628195993469883e-05,0.18024012232576184,0.0018681451824249418,0.0004691976928365593,0.0038110842480165827,0.0006838229669417634,0.0002170835540477218
140,0.8374171323646663,2.9284604848500186e-05,0.15993986386700076,0.0015078538636117912,0.0003787080150928105,0.0030760768284949494,0.0005519405624519988,0.0001752167223280501
141,0.7466421022627078,0.0001299869126783873,0.24162627623103144,0.006692979793139847,0.0016809885584302545,0.01365392267255083,0.0024499237762052478,0.0007777424658068601
142,0.7722254664387952,7.127771068155384e-05,0.2213415542226027,0.0036700639123051207,0.0009217621501884895,0.007487064119526548,0.001343404151341552,0.00042647141408534017
143,0.7941803110767787,4.956080819565932e-05,0.20134671059551515,0.002551868345438291,0.0006409195341810106,0.005205904415677146,0.0009340955936611145,0.00029653404623003883
144,0.8164401587545816,3.810954102614657e-05,0.1801203664407337,0.001962246681286411,0.0004928319406314526,0.00400305473478582,0.0007182682374434855,0.00022801840429718134
145,0.832351529821274,3.200920542302853e-05,0.16475956486509472,0.0016481425758672775,0.0004139425036863807,0.0033622709136663306,0.0006032923761897638,0.000191518652464802
146,0.7711349147273738,9.386550164179144e-05,0.2203935052107056,0.004833101216242156,0.00121386708123126,0.009859702601047947,0.0017691267489877427,0.0005616195138176149
147,0.7948072577510751,5.8193654942909134e-05,0.19994062940318547,0.0029963705468221487,0.0007525593624514056,0.0061127051043173035,0.0010968028698525253,0.000348186411670499
148,0.813345404004285,4.2503206946357345e-05,0.18281858261234724,0.0021884749731649242,0.0005496507540739753,0.004464568694056749,0.0008010777017259771,0.00025430674745656245
149,0.8311584137086104,3.390324856306155e-05,0.165781739174637,0.0017456661819163942,0.0004384362375705695,0.0035612226238011563,0.0006389902878203768,0.0002028511608821679
150,0.7690345166186688,0.00014423336585270248,0.21794808630733226,0.007426524588187517,0.0018652234501648963,0.015150380785079404,0.002718433302581079,0.0008629823672129505
151,0.7927649695922813,7.346853859277888e-05,0.20060432374941817,0.0037828688604180944,0.0009500938997190316,0.007717190324329154,0.0013846957035346147,0.0004395796560361884
152,0.8131538697909875,4.9041136374139636e-05,0.18242005347310464,0.0025251106286124352,0.0006341991469657297,0.00515131769829176,0.0009243010972372924,0.000293424726718149
153,0.8282372045971587,3.7513154575327905e-05,0.16837714586385694,0.0019315389555469669,0.0004851194811262947,0.003940409855276986,0.0007070278647354465,0.00022445008300023142
154,0.7875702815071602,0.00010597869898780261,0.2028648941683557,0.005456805429201888,0.0013705147446389195,0.0111320819234874,0.0019974298109834893,0.0006340956406719979
155,0.8099794142393885,6.0847919105996344e-05,0.18452891939446503,0.0031330376623273388,0.0007868842617605826,0.006391511000145801,0.0011468290205432392,0.00036406750240928587
156,0.8266356088122926,4.318172937941122e-05,0.16946713957501297,0.0022234118513477638,0.0005584253947135357,0.004535841198661934,0.0008138661294774376,0.00025836650777637943
157,0.8393053675482541,3.395602424783547e-05,0.15763002220656958,0.0017483835831106596,0.0004391187318343239,0.003566766221260525,0.0006399849756875309,0.0002031669302959025
158,0.8043737954391904,8.434238582457482e-05,0.1880141078732219,0.004342759377828767,0.0010907143083904599,0.008859387382454944,0.0015896401577345611,0.0005046404578092914
159,0.8237437101389854,5.287739342739699e-05,0.17148398199443202,0.0027226381366492257,0.0006838095583590833,0.005554281012658907,0.0009966048174561884,0.0003163779606906584
160,0.8204976265574955,6.714381908320013e-05,0.17344248744522806,0.0034572113076490603,0.0008683027338869969,0.0070528370496041265,0.0012654907744763394,0.0004017373621809435
161,0.2981946958752388,0.00018480660030390671,0.6851260781784669,0.009515625965616843,0.0023899158325412896,0.019412223722626538,0.0034831359154162763,0.0011057416324161365
162,0.3825337684831951,0.00011953634571582576,0.6066777980100474,0.006154883825891239,0.0015458420030485265,0.012556187290956812,0.002252957082029102,0.0007152142500728765
163,0.5847999227510688,7.396706800462779e-05,0.4085243771505292,0.0038085379621070935,0.0009565408736496325,0.007769556227165828,0.0013940917191338504,0.0004425624755066882
164,0.3703171720247975,0.00018505651459829525,0.6129810466819873,0.009528493963539157,0.0023931477199734645,0.019438474907302498,0.003487846166311444,0.001107236928792849
165,0.41755963909197763,0.00011787556863274884,0.5718018163996537,0.006069371005954507,0.001524364861871425,0.012381738022168527,0.0022216556442228633,0.0007052774276871483
166,0.6052434898921321,7.206355276869966e-05,0.3882526066912954,0.003710526641217029,0.0009319246467813352,0.007569609560982963,0.0013582152825081198,0.00043117329329756774
167,0.7011873413023166,5.1517094282274453e-05,0.2941631209960129,0.0026525968186166763,0.0006662181927985934,0.005411394171542211,0.000970966627043516,0.00030823896892934595
168,0.7532034353408462,4.0662568608330354e-05,0.24312667317118908,0.0020937011613318328,0.000525847650186895,0.004271226664326128,0.000766386335227389,0.00024329377261021282
169,0.42737864093718014,0.00013946061121521876,0.5600347142068355,0.0071807771534032425,0.0018035022678359986,0.014649047062996154,0.0026284789770000243,0.000834425846529779
170,0.5629324806086813,8.447014583774247e-05,0.42944389206509026,0.004349337695360028,0.001092366498722054,0.008872807389934925,0.0015920481101003704,0.0005054048762082311
171,0.6867530569191056,5.6256532725379406e-05,0.30816966002531737,0.0028966288144304498,0.0007275085306648925,0.005909228335614313,0.0010602930268201554,0.0003365961509358576
172,0.7480288964440985,4.280255233359141e-05,0.24810807355439682,0.0022038881604360717,0.000553521883563759,0.004496012157751898,0.0008067196034095022,0.0002560978017619252
173,0.7844749072033526,3.4999402416590544e-05,0.21236631524253588,0.0018021067530528232,0.0004526116806831957,0.003676363445633794,0.0006596500091169324,0.0002094097088419543
174,0.8080634754900786,2.9994884776485236e-05,0.18922941632440526,0.0015444259238872676,0.0003878933431202915,0.0031506851641557084,0.0005653275384750764,0.00017946649525690968
175,0.4948826111743494,0.00020463630562844685,0.48664848580606496,0.010536650423437186,0.002646353246745433,0.021495150823071574,0.0038568755908094453,0.0012243874529650404
