#The solar chemical composition Asplund et al 2009, metals enrichment of 100.0 He enrichment of 10.0 
e-  13.1139 
Al 8.450000 
Ar 8.400000 
C  10.430000 
Ca 8.340000 
Cl 7.500000 
Co 6.990000 
Cr 7.640000 
Cu 6.190000 
F  6.560000 
Fe 9.500000 
Ge 5.650000 
H 12.000000 
He 11.930000 
K  7.030000 
Mg 9.600000 
Mn 7.430000 
N  9.830000 
Na 8.240000 
Ne 9.930000 
Ni 8.220000 
O  10.690000 
P  7.410000 
S  9.120000 
Si 9.510000 
Ti 6.950000 
V  5.930000 
Zn 6.560000 
